instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,if_average
13303,3,1,7,11,0,5,1,1,0.76,0.6818,0.45,0.1343,68,220,288,1
13304,3,1,7,12,0,5,1,1,0.76,0.6818,0.4,0.1045,125,254,379,1
13305,3,1,7,13,0,5,1,1,0.8,0.7121,0.38,0.1343,100,274,374,1
13306,3,1,7,14,0,5,1,1,0.8,0.7121,0.38,0,120,249,369,1
13307,3,1,7,15,0,5,1,1,0.8,0.7121,0.36,0.1045,92,261,353,1
13308,3,1,7,16,0,5,1,1,0.8,0.7121,0.36,0.2239,111,381,492,1
13309,3,1,7,17,0,5,1,1,0.8,0.7121,0.36,0.1642,138,697,835,1
13310,3,1,7,18,0,5,1,0,0.78,0.697,0.46,0.194,108,523,631,1
13311,3,1,7,19,0,5,1,0,0.74,0.6667,0.51,0.1642,103,385,488,1
13312,3,1,7,20,0,5,1,0,0.74,0.6667,0.48,0.1343,95,294,389,1
13313,3,1,7,21,0,5,1,0,0.72,0.6667,0.54,0,76,223,299,1
13314,3,1,7,22,0,5,1,0,0.74,0.6667,0.45,0,59,204,263,1
13315,3,1,7,23,0,5,1,1,0.72,0.6515,0.45,0.1343,37,175,212,1
13316,3,1,7,0,0,6,0,1,0.72,0.6667,0.48,0.0896,35,156,191,1
13317,3,1,7,1,0,6,0,1,0.7,0.6515,0.51,0.1045,13,105,118,0
13318,3,1,7,2,0,6,0,1,0.7,0.6515,0.54,0.1045,10,91,101,0
13319,3,1,7,3,0,6,0,1,0.7,0.6515,0.54,0.1045,9,31,40,0
13320,3,1,7,4,0,6,0,1,0.66,0.6212,0.61,0.1045,3,6,9,0
13321,3,1,7,5,0,6,0,1,0.64,0.6061,0.73,0.1045,0,5,5,0
13322,3,1,7,6,0,6,0,1,0.64,0.5909,0.78,0.0896,6,29,35,0
13323,3,1,7,7,0,6,0,0,0.64,0.5909,0.78,0.2836,7,41,48,0
13324,3,1,7,8,0,6,0,0,0.62,0.5909,0.78,0.2836,33,118,151,0
13325,3,1,7,9,0,6,0,0,0.66,0.6212,0.74,0.194,82,200,282,1
13326,3,1,7,10,0,6,0,1,0.72,0.6818,0.7,0.0896,123,278,401,1
13327,3,1,7,11,0,6,0,1,0.72,0.6818,0.7,0.1045,143,296,439,1
13328,3,1,7,12,0,6,0,1,0.74,0.697,0.66,0.0896,181,318,499,1
13329,3,1,7,13,0,6,0,1,0.76,0.7121,0.62,0.0896,219,372,591,1
13330,3,1,7,14,0,6,0,0,0.8,0.7576,0.55,0.1045,269,363,632,1
13331,3,1,7,15,0,6,0,0,0.8,0.7576,0.55,0.1642,243,317,560,1
13332,3,1,7,16,0,6,0,1,0.72,0.697,0.79,0.3582,226,340,566,1
13333,3,1,7,17,0,6,0,1,0.7,0.6667,0.79,0.1642,199,259,458,1
13334,3,1,7,18,0,6,0,0,0.72,0.697,0.79,0.1343,108,243,351,1
13335,3,1,7,19,0,6,0,0,0.72,0.7121,0.84,0.0896,156,275,431,1
13336,3,1,7,20,0,6,0,0,0.72,0.7121,0.84,0.0896,101,255,356,1
13337,3,1,7,21,0,6,0,0,0.7,0.6667,0.84,0.2239,69,200,269,1
13338,3,1,7,22,0,6,0,0,0.7,0.6667,0.79,0.194,65,160,225,1
13339,3,1,7,23,0,6,0,1,0.68,0.6364,0.83,0.0896,55,156,211,1
13340,3,1,7,0,0,0,0,0,0.68,0.6364,0.89,0.1642,40,147,187,0
13341,3,1,7,1,0,0,0,1,0.68,0.6364,0.89,0.1343,49,119,168,0
13342,3,1,7,2,0,0,0,1,0.68,0.6364,0.89,0.1642,29,86,115,0
13343,3,1,7,3,0,0,0,1,0.68,0.6364,0.89,0.1642,15,42,57,0
13344,3,1,7,4,0,0,0,1,0.68,0.6364,0.89,0.1045,8,11,19,0
13345,3,1,7,5,0,0,0,0,0.68,0.6364,0.89,0.1343,2,7,9,0
13346,3,1,7,6,0,0,0,0,0.68,0.6364,0.83,0.1343,6,9,15,0
13347,3,1,7,7,0,0,0,0,0.7,0.6667,0.79,0.0896,17,30,47,0
13348,3,1,7,8,0,0,0,1,0.7,0.6667,0.84,0.1343,37,96,133,0
13349,3,1,7,9,0,0,0,1,0.72,0.697,0.79,0,58,163,221,1
13350,3,1,7,10,0,0,0,0,0.76,0.7273,0.66,0.1343,141,241,382,1
13351,3,1,7,11,0,0,0,0,0.82,0.7727,0.52,0.1642,170,281,451,1
13352,3,1,7,12,0,0,0,0,0.84,0.7727,0.47,0.1045,153,336,489,1
13353,3,1,7,13,0,0,0,0,0.86,0.7879,0.41,0.1045,171,309,480,1
13354,3,1,7,14,0,0,0,0,0.9,0.8182,0.37,0.2537,162,314,476,1
13355,3,1,7,15,0,0,0,0,0.86,0.803,0.47,0.1343,182,307,489,1
13356,3,1,7,16,0,0,0,0,0.86,0.7879,0.41,0.2239,152,343,495,1
13357,3,1,7,17,0,0,0,0,0.8,0.7727,0.59,0.4925,122,314,436,1
13358,3,1,7,18,0,0,0,1,0.72,0.697,0.79,0.3582,84,228,312,1
13359,3,1,7,19,0,0,0,0,0.72,0.7121,0.84,0.2239,109,203,312,1
13360,3,1,7,20,0,0,0,0,0.72,0.697,0.79,0.2537,95,199,294,1
13361,3,1,7,21,0,0,0,0,0.72,0.697,0.79,0.0896,59,164,223,1
13362,3,1,7,22,0,0,0,0,0.72,0.697,0.74,0.1045,34,96,130,0
13363,3,1,7,23,0,0,0,0,0.72,0.697,0.79,0.1343,25,66,91,0
13364,3,1,7,0,0,1,1,1,0.72,0.697,0.79,0.1045,11,32,43,0
13365,3,1,7,1,0,1,1,1,0.7,0.6667,0.74,0.194,1,10,11,0
13366,3,1,7,2,0,1,1,0,0.7,0.6667,0.74,0.1045,4,11,15,0
13367,3,1,7,3,0,1,1,0,0.68,0.6364,0.79,0.0896,2,4,6,0
13368,3,1,7,4,0,1,1,0,0.68,0.6364,0.79,0.1045,1,11,12,0
13369,3,1,7,5,0,1,1,0,0.66,0.6061,0.78,0.1045,10,40,50,0
13370,3,1,7,6,0,1,1,0,0.68,0.6364,0.79,0.1343,8,132,140,0
13371,3,1,7,7,0,1,1,0,0.72,0.6818,0.7,0.0896,24,459,483,1
13372,3,1,7,8,0,1,1,0,0.74,0.697,0.66,0.1045,48,619,667,1
13373,3,1,7,9,0,1,1,0,0.76,0.7121,0.62,0.1642,51,297,348,1
13374,3,1,7,10,0,1,1,0,0.8,0.7727,0.59,0,69,117,186,0
13375,3,1,7,11,0,1,1,0,0.84,0.803,0.53,0.2239,57,125,182,0
13376,3,1,7,12,0,1,1,0,0.84,0.7879,0.49,0.1343,79,158,237,1
13377,3,1,7,13,0,1,1,0,0.84,0.7879,0.49,0.2836,63,176,239,1
13378,3,1,7,14,0,1,1,0,0.88,0.8182,0.42,0.1045,53,159,212,1
13379,3,1,7,15,0,1,1,0,0.86,0.803,0.47,0.2537,61,176,237,1
13380,3,1,7,16,0,1,1,1,0.76,0.7273,0.66,0.5821,77,309,386,1
13381,3,1,7,17,0,1,1,1,0.76,0.7273,0.66,0.5821,86,669,755,1
13382,3,1,7,18,0,1,1,0,0.84,0.803,0.53,0,97,697,794,1
13383,3,1,7,19,0,1,1,0,0.8,0.7879,0.63,0.1343,92,503,595,1
13384,3,1,7,20,0,1,1,0,0.8,0.7727,0.59,0.1343,66,388,454,1
13385,3,1,7,21,0,1,1,0,0.76,0.7273,0.66,0.1343,45,283,328,1
13386,3,1,7,22,0,1,1,0,0.76,0.7121,0.62,0.0896,56,228,284,1
13387,3,1,7,23,0,1,1,0,0.74,0.7121,0.74,0.0896,27,139,166,0
13388,3,1,7,0,0,2,1,0,0.72,0.7121,0.84,0.1045,10,43,53,0
13389,3,1,7,1,0,2,1,0,0.74,0.697,0.7,0,4,21,25,0
13390,3,1,7,2,0,2,1,0,0.72,0.6818,0.7,0.0896,1,6,7,0
13391,3,1,7,3,0,2,1,0,0.72,0.6818,0.66,0,0,3,3,0
13392,3,1,7,4,0,2,1,0,0.72,0.6818,0.62,0,0,7,7,0
13393,3,1,7,5,0,2,1,0,0.68,0.6364,0.74,0.0896,7,31,38,0
13394,3,1,7,6,0,2,1,0,0.72,0.6818,0.66,0.1045,16,197,213,1
13395,3,1,7,7,0,2,1,1,0.74,0.697,0.7,0,26,500,526,1
13396,3,1,7,8,0,2,1,1,0.8,0.7576,0.55,0,43,618,661,1
13397,3,1,7,9,0,2,1,1,0.82,0.7727,0.49,0.2239,32,288,320,1
13398,3,1,7,10,0,2,1,1,0.84,0.7879,0.49,0.194,37,122,159,0
13399,3,1,7,11,0,2,1,1,0.86,0.803,0.47,0,60,146,206,1
13400,3,1,7,12,0,2,1,1,0.9,0.8182,0.35,0,80,174,254,1
13401,3,1,7,13,0,2,1,0,0.92,0.8182,0.31,0.194,53,168,221,1
13402,3,1,7,14,0,2,1,0,0.94,0.8333,0.29,0.2537,54,160,214,1
13403,3,1,7,15,0,2,1,0,0.92,0.8182,0.31,0.1642,57,187,244,1
13404,3,1,7,16,0,2,1,0,0.92,0.8182,0.29,0.1642,64,317,381,1
13405,3,1,7,17,0,2,1,0,0.92,0.8182,0.29,0,95,675,770,1
13406,3,1,7,18,0,2,1,0,0.9,0.803,0.33,0.194,60,712,772,1
13407,3,1,7,19,0,2,1,0,0.88,0.7879,0.35,0.2537,69,478,547,1
13408,3,1,7,20,0,2,1,0,0.86,0.7576,0.34,0.1642,52,375,427,1
13409,3,1,7,21,0,2,1,0,0.82,0.7727,0.52,0.1343,50,283,333,1
13410,3,1,7,22,0,2,1,0,0.8,0.7576,0.55,0.2239,29,215,244,1
13411,3,1,7,23,0,2,1,0,0.78,0.7424,0.59,0.194,22,139,161,0
13412,3,1,7,0,0,3,1,0,0.76,0.7273,0.66,0.1642,8,45,53,0
13413,3,1,7,1,0,3,1,0,0.76,0.7273,0.66,0.1045,2,14,16,0
13414,3,1,7,2,0,3,1,0,0.74,0.697,0.66,0.1343,3,5,8,0
13415,3,1,7,3,0,3,1,0,0.74,0.697,0.66,0.1343,2,2,4,0
13416,3,1,7,4,0,3,1,0,0.72,0.6818,0.7,0.1343,0,6,6,0
13417,3,1,7,5,0,3,1,0,0.72,0.6818,0.7,0.1642,5,41,46,0
13418,3,1,7,6,0,3,1,0,0.72,0.6818,0.7,0.1642,10,152,162,0
13419,3,1,7,7,0,3,1,0,0.74,0.697,0.66,0.1642,23,472,495,1
13420,3,1,7,8,0,3,1,0,0.78,0.7424,0.62,0.1045,55,624,679,1
13421,3,1,7,9,0,3,1,0,0.82,0.7879,0.56,0,44,253,297,1
13422,3,1,7,10,0,3,1,0,0.9,0.8485,0.42,0.194,39,99,138,0
13423,3,1,7,11,0,3,1,0,0.9,0.8485,0.42,0,47,136,183,0
13424,3,1,7,12,0,3,1,0,0.92,0.8636,0.37,0.1343,36,166,202,1
13425,3,1,7,13,0,3,1,0,0.94,0.8485,0.33,0,49,154,203,1
13426,3,1,7,14,0,3,1,0,0.94,0.8788,0.38,0.3284,54,116,170,0
13427,3,1,7,15,0,3,1,1,0.92,0.8485,0.35,0.3582,42,152,194,1
13428,3,1,7,16,0,3,1,0,0.74,0.697,0.66,0.2537,34,190,224,1
13429,3,1,7,17,0,3,1,0,0.74,0.697,0.7,0.2537,35,335,370,1
13430,3,1,7,18,0,3,1,1,0.76,0.7121,0.62,0.1343,63,580,643,1
13431,3,1,7,19,0,3,1,1,0.76,0.7121,0.62,0.1045,78,438,516,1
13432,3,1,7,20,0,3,1,0,0.74,0.6818,0.62,0.0896,56,310,366,1
13433,3,1,7,21,0,3,1,0,0.76,0.7121,0.62,0,53,266,319,1
13434,3,1,7,22,0,3,1,0,0.76,0.7121,0.58,0.0896,42,246,288,1
13435,3,1,7,23,0,3,1,0,0.76,0.7121,0.58,0.0896,19,112,131,0
13436,3,1,7,0,0,4,1,0,0.74,0.697,0.66,0.0896,16,50,66,0
13437,3,1,7,1,0,4,1,0,0.74,0.697,0.66,0.0896,6,19,25,0
13438,3,1,7,2,0,4,1,0,0.72,0.6818,0.7,0.194,0,7,7,0
13439,3,1,7,3,0,4,1,0,0.72,0.6818,0.7,0.1045,1,4,5,0
13440,3,1,7,4,0,4,1,0,0.72,0.6818,0.7,0.1045,0,8,8,0
13441,3,1,7,5,0,4,1,1,0.72,0.6818,0.7,0.1045,5,35,40,0
13442,3,1,7,6,0,4,1,0,0.72,0.6818,0.66,0.1343,8,144,152,0
13443,3,1,7,7,0,4,1,0,0.74,0.6818,0.58,0.2836,23,450,473,1
13444,3,1,7,8,0,4,1,0,0.76,0.7121,0.58,0.2537,32,625,657,1
13445,3,1,7,9,0,4,1,1,0.76,0.7121,0.58,0.2836,36,282,318,1
13446,3,1,7,10,0,4,1,0,0.76,0.7121,0.58,0.194,41,157,198,1
13447,3,1,7,11,0,4,1,0,0.8,0.7576,0.55,0.1045,54,162,216,1
13448,3,1,7,12,0,4,1,0,0.84,0.7879,0.49,0.2836,59,215,274,1
13449,3,1,7,13,0,4,1,0,0.84,0.7727,0.47,0.1343,74,180,254,1
13450,3,1,7,14,0,4,1,0,0.86,0.7879,0.44,0.0896,46,151,197,1
13451,3,1,7,15,0,4,1,0,0.84,0.7727,0.47,0.0896,66,226,292,1
13452,3,1,7,16,0,4,1,0,0.84,0.7727,0.47,0.0896,70,288,358,1
13453,3,1,7,17,0,4,1,0,0.86,0.7879,0.41,0,93,678,771,1
13454,3,1,7,18,0,4,1,0,0.86,0.7879,0.41,0.194,93,684,777,1
13455,3,1,7,19,0,4,1,0,0.84,0.7576,0.44,0.2537,53,480,533,1
13456,3,1,7,20,0,4,1,0,0.82,0.7727,0.49,0.1642,65,440,505,1
13457,3,1,7,21,0,4,1,1,0.66,0.5909,0.89,0.2537,38,294,332,1
13458,3,1,7,22,0,4,1,1,0.66,0.5909,0.89,0.2537,6,62,68,0
13459,3,1,7,23,0,4,1,1,0.66,0.5909,0.89,0.2239,3,62,65,0
13460,3,1,7,0,0,5,1,1,0.66,0.5909,0.89,0.0896,2,32,34,0
13461,3,1,7,1,0,5,1,0,0.66,0.5909,0.89,0.1343,2,9,11,0
13462,3,1,7,2,0,5,1,1,0.66,0.5909,0.89,0.0896,5,14,19,0
13463,3,1,7,3,0,5,1,1,0.66,0.5909,0.89,0.1045,7,29,36,0
13464,3,1,7,4,0,5,1,1,0.66,0.5909,0.89,0.1642,3,6,9,0
13465,3,1,7,5,0,5,1,1,0.66,0.5909,0.89,0.1343,2,40,42,0
13466,3,1,7,6,0,5,1,1,0.66,0.5909,0.89,0.1642,3,123,126,0
13467,3,1,7,7,0,5,1,1,0.66,0.5909,0.89,0.194,14,346,360,1
13468,3,1,7,8,0,5,1,1,0.68,0.6364,0.83,0.1642,39,652,691,1
13469,3,1,7,9,0,5,1,1,0.7,0.6667,0.79,0.1343,45,328,373,1
13470,3,1,7,10,0,5,1,1,0.7,0.6667,0.79,0.1642,51,182,233,1
13471,3,1,7,11,0,5,1,1,0.72,0.697,0.74,0.194,51,161,212,1
13472,3,1,7,12,0,5,1,1,0.68,0.6364,0.83,0.1642,41,233,274,1
13473,3,1,7,13,0,5,1,1,0.68,0.6364,0.83,0.1045,20,136,156,0
13474,3,1,7,14,0,5,1,1,0.7,0.6667,0.84,0.1642,53,176,229,1
13475,3,1,7,15,0,5,1,1,0.7,0.6667,0.84,0.2985,47,169,216,1
13476,3,1,7,16,0,5,1,1,0.68,0.6364,0.83,0.3284,70,366,436,1
13477,3,1,7,17,0,5,1,1,0.66,0.5909,0.89,0.4179,95,620,715,1
13478,3,1,7,18,0,5,1,1,0.66,0.6061,0.78,0.3284,73,549,622,1
13479,3,1,7,19,0,5,1,1,0.64,0.5758,0.83,0.2836,44,358,402,1
13480,3,1,7,20,0,5,1,1,0.64,0.5758,0.83,0.3881,35,216,251,1
13481,3,1,7,21,0,5,1,1,0.62,0.5758,0.83,0.3284,14,108,122,0
13482,3,1,7,22,0,5,1,1,0.62,0.5758,0.83,0.194,13,122,135,0
13483,3,1,7,23,0,5,1,1,0.62,0.5758,0.83,0.2836,18,148,166,0
13484,3,1,7,0,0,6,0,1,0.62,0.5758,0.83,0.2836,11,92,103,0
13485,3,1,7,1,0,6,0,1,0.62,0.5758,0.83,0.2537,10,62,72,0
13486,3,1,7,2,0,6,0,1,0.6,0.5455,0.88,0.2836,5,55,60,0
13487,3,1,7,3,0,6,0,1,0.6,0.5455,0.88,0.2537,7,18,25,0
13488,3,1,7,4,0,6,0,1,0.58,0.5455,0.88,0.2836,11,5,16,0
13489,3,1,7,5,0,6,0,1,0.58,0.5455,0.88,0.2537,7,10,17,0
13490,3,1,7,6,0,6,0,1,0.58,0.5455,0.88,0.2537,3,12,15,0
13491,3,1,7,7,0,6,0,1,0.58,0.5455,0.88,0.2537,8,29,37,0
13492,3,1,7,8,0,6,0,1,0.58,0.5455,0.83,0.2537,18,94,112,0
13493,3,1,7,9,0,6,0,1,0.58,0.5455,0.83,0.194,32,175,207,1
13494,3,1,7,10,0,6,0,1,0.58,0.5455,0.88,0.2537,49,219,268,1
13495,3,1,7,11,0,6,0,1,0.6,0.5606,0.83,0.2537,80,225,305,1
13496,3,1,7,12,0,6,0,1,0.6,0.5606,0.83,0.2239,156,301,457,1
13497,3,1,7,13,0,6,0,1,0.6,0.5606,0.83,0.1642,106,248,354,1
13498,3,1,7,14,0,6,0,1,0.6,0.5455,0.88,0.2537,121,222,343,1
13499,3,1,7,15,0,6,0,1,0.6,0.5455,0.88,0.2537,148,232,380,1
13500,3,1,7,16,0,6,0,1,0.6,0.5455,0.88,0.194,130,196,326,1
13501,3,1,7,17,0,6,0,1,0.6,0.5455,0.88,0.1642,92,149,241,1
13502,3,1,7,18,0,6,0,1,0.6,0.5455,0.88,0.194,51,126,177,0
13503,3,1,7,19,0,6,0,1,0.6,0.5455,0.88,0.1642,67,171,238,1
13504,3,1,7,20,0,6,0,1,0.6,0.5455,0.88,0.1642,51,163,214,1
13505,3,1,7,21,0,6,0,1,0.6,0.5455,0.88,0.1642,29,134,163,0
13506,3,1,7,22,0,6,0,1,0.6,0.5455,0.88,0.1045,40,140,180,0
13507,3,1,7,23,0,6,0,1,0.6,0.5455,0.88,0,32,117,149,0
13508,3,1,7,0,0,0,0,1,0.6,0.5455,0.88,0.1045,17,96,113,0
13509,3,1,7,1,0,0,0,1,0.6,0.5455,0.88,0.1642,31,99,130,0
13510,3,1,7,2,0,0,0,1,0.6,0.5455,0.88,0.1045,32,90,122,0
13511,3,1,7,3,0,0,0,1,0.6,0.5455,0.88,0.1045,13,30,43,0
13512,3,1,7,4,0,0,0,0,0.6,0.5455,0.88,0,6,10,16,0
13513,3,1,7,5,0,0,0,0,0.6,0.5455,0.88,0,0,6,6,0
13514,3,1,7,6,0,0,0,1,0.62,0.5758,0.83,0.0896,5,14,19,0
13515,3,1,7,7,0,0,0,1,0.62,0.5758,0.83,0,13,25,38,0
13516,3,1,7,8,0,0,0,1,0.64,0.5909,0.78,0,31,122,153,0
13517,3,1,7,9,0,0,0,1,0.66,0.6212,0.69,0,79,179,258,1
13518,3,1,7,10,0,0,0,1,0.66,0.6212,0.74,0,114,265,379,1
13519,3,1,7,11,0,0,0,1,0.66,0.6212,0.74,0,191,314,505,1
13520,3,1,7,12,0,0,0,1,0.7,0.6515,0.7,0.1045,178,326,504,1
13521,3,1,7,13,0,0,0,1,0.7,0.6515,0.65,0.0896,238,388,626,1
13522,3,1,7,14,0,0,0,0,0.72,0.6818,0.66,0.1045,256,360,616,1
13523,3,1,7,15,0,0,0,0,0.72,0.6818,0.66,0.1045,254,370,624,1
13524,3,1,7,16,0,0,0,0,0.74,0.697,0.66,0.1045,245,383,628,1
13525,3,1,7,17,0,0,0,0,0.74,0.697,0.66,0.2239,188,368,556,1
13526,3,1,7,18,0,0,0,0,0.74,0.697,0.66,0.1642,173,342,515,1
13527,3,1,7,19,0,0,0,0,0.72,0.6818,0.7,0.1642,180,342,522,1
13528,3,1,7,20,0,0,0,0,0.7,0.6667,0.74,0.1642,124,254,378,1
13529,3,1,7,21,0,0,0,0,0.7,0.6667,0.79,0.1045,88,257,345,1
13530,3,1,7,22,0,0,0,0,0.7,0.6667,0.74,0.194,55,136,191,1
13531,3,1,7,23,0,0,0,0,0.68,0.6364,0.79,0.1642,33,90,123,0
13532,3,1,7,0,0,1,1,0,0.66,0.5909,0.89,0.0896,11,36,47,0
13533,3,1,7,1,0,1,1,0,0.66,0.5909,0.89,0.194,7,20,27,0
13534,3,1,7,2,0,1,1,1,0.66,0.5909,0.94,0.0896,3,14,17,0
13535,3,1,7,3,0,1,1,1,0.66,0.5909,0.94,0.0896,0,2,2,0
13536,3,1,7,4,0,1,1,1,0.66,0.5909,0.94,0.1343,0,8,8,0
13537,3,1,7,5,0,1,1,1,0.66,0.5909,0.94,0.1343,3,48,51,0
13538,3,1,7,6,0,1,1,1,0.68,0.6364,0.89,0.0896,9,148,157,0
13539,3,1,7,7,0,1,1,0,0.7,0.6667,0.84,0.1343,17,404,421,1
13540,3,1,7,8,0,1,1,0,0.72,0.697,0.79,0.1045,47,691,738,1
13541,3,1,7,9,0,1,1,1,0.74,0.7121,0.74,0.1343,57,288,345,1
13542,3,1,7,10,0,1,1,1,0.78,0.7424,0.62,0,63,137,200,1
13543,3,1,7,11,0,1,1,1,0.8,0.7424,0.52,0.1642,69,129,198,1
13544,3,1,7,12,0,1,1,1,0.8,0.7424,0.52,0.1642,109,205,314,1
13545,3,1,7,13,0,1,1,1,0.8,0.7424,0.52,0.1045,64,176,240,1
13546,3,1,7,14,0,1,1,1,0.78,0.7424,0.59,0.1642,82,189,271,1
13547,3,1,7,15,0,1,1,0,0.8,0.7576,0.55,0.194,76,205,281,1
13548,3,1,7,16,0,1,1,0,0.82,0.7727,0.52,0.1343,111,346,457,1
13549,3,1,7,17,0,1,1,0,0.82,0.7727,0.52,0.1343,87,760,847,1
13550,3,1,7,18,0,1,1,0,0.82,0.7576,0.46,0.1045,69,672,741,1
13551,3,1,7,19,0,1,1,0,0.8,0.7424,0.52,0.2537,94,488,582,1
13552,3,1,7,20,0,1,1,0,0.76,0.7121,0.62,0.1642,56,347,403,1
13553,3,1,7,21,0,1,1,0,0.76,0.7121,0.62,0.194,45,251,296,1
13554,3,1,7,22,0,1,1,0,0.74,0.6818,0.62,0.194,40,169,209,1
13555,3,1,7,23,0,1,1,0,0.72,0.6818,0.66,0.1642,16,98,114,0
13556,3,1,7,0,0,2,1,0,0.7,0.6667,0.74,0.1343,12,52,64,0
13557,3,1,7,1,0,2,1,0,0.68,0.6364,0.79,0.1642,7,10,17,0
13558,3,1,7,2,0,2,1,0,0.66,0.6061,0.83,0.1642,6,10,16,0
13559,3,1,7,3,0,2,1,0,0.66,0.6061,0.83,0.1642,1,5,6,0
13560,3,1,7,4,0,2,1,0,0.66,0.6061,0.83,0.0896,0,6,6,0
13561,3,1,7,5,0,2,1,0,0.66,0.6061,0.83,0.1045,5,45,50,0
13562,3,1,7,6,0,2,1,0,0.66,0.6061,0.83,0.1343,17,173,190,1
13563,3,1,7,7,0,2,1,0,0.7,0.6667,0.74,0.1642,24,492,516,1
13564,3,1,7,8,0,2,1,0,0.74,0.697,0.7,0.194,49,694,743,1
13565,3,1,7,9,0,2,1,0,0.84,0.803,0.53,0,40,299,339,1
13566,3,1,7,10,0,2,1,0,0.82,0.7879,0.56,0.2985,62,156,218,1
13567,3,1,7,11,0,2,1,1,0.84,0.803,0.53,0.3284,45,156,201,1
13568,3,1,7,12,0,2,1,1,0.82,0.7879,0.56,0.2239,60,169,229,1
13569,3,1,7,13,0,2,1,1,0.84,0.803,0.53,0.2985,73,200,273,1
13570,3,1,7,14,0,2,1,1,0.84,0.803,0.53,0.2239,48,196,244,1
13571,3,1,7,15,0,2,1,0,0.82,0.7727,0.49,0.2985,73,212,285,1
13572,3,1,7,16,0,2,1,0,0.8,0.7576,0.55,0.2985,86,369,455,1
13573,3,1,7,17,0,2,1,0,0.8,0.7424,0.52,0.3284,94,775,869,1
13574,3,1,7,18,0,2,1,0,0.76,0.7121,0.62,0.3284,110,767,877,1
13575,3,1,7,19,0,2,1,0,0.76,0.7121,0.62,0.1642,109,523,632,1
13576,3,1,7,20,0,2,1,0,0.74,0.697,0.66,0.1642,85,438,523,1
13577,3,1,7,21,0,2,1,0,0.74,0.697,0.66,0.2239,53,325,378,1
13578,3,1,7,22,0,2,1,0,0.74,0.697,0.66,0.2537,43,226,269,1
13579,3,1,7,23,0,2,1,0,0.74,0.6818,0.58,0.3284,38,154,192,1
13580,3,1,7,0,0,3,1,0,0.72,0.6667,0.58,0.2985,9,57,66,0
13581,3,1,7,1,0,3,1,0,0.7,0.6515,0.58,0.194,2,26,28,0
13582,3,1,7,2,0,3,1,0,0.68,0.6364,0.61,0.2239,1,11,12,0
13583,3,1,7,3,0,3,1,0,0.66,0.6212,0.65,0.2239,1,11,12,0
13584,3,1,7,4,0,3,1,0,0.64,0.6061,0.65,0.2239,0,4,4,0
13585,3,1,7,5,0,3,1,0,0.64,0.6061,0.65,0.1642,5,54,59,0
13586,3,1,7,6,0,3,1,0,0.64,0.6061,0.65,0.194,11,179,190,1
13587,3,1,7,7,0,3,1,0,0.66,0.6212,0.5,0.3284,34,473,507,1
13588,3,1,7,8,0,3,1,0,0.7,0.6364,0.42,0.2537,43,745,788,1
13589,3,1,7,9,0,3,1,0,0.72,0.6515,0.37,0.2985,65,277,342,1
13590,3,1,7,10,0,3,1,0,0.74,0.6515,0.37,0,68,163,231,1
13591,3,1,7,11,0,3,1,0,0.76,0.6667,0.33,0,79,202,281,1
13592,3,1,7,12,0,3,1,0,0.76,0.6667,0.33,0,77,233,310,1
13593,3,1,7,13,0,3,1,0,0.78,0.6818,0.31,0.1642,81,231,312,1
13594,3,1,7,14,0,3,1,0,0.8,0.697,0.29,0.1343,88,159,247,1
13595,3,1,7,15,0,3,1,0,0.78,0.6818,0.31,0.0896,94,223,317,1
13596,3,1,7,16,0,3,1,0,0.8,0.697,0.29,0.1642,91,393,484,1
13597,3,1,7,17,0,3,1,0,0.8,0.697,0.31,0,130,783,913,1
13598,3,1,7,18,0,3,1,0,0.8,0.697,0.27,0.1343,104,787,891,1
13599,3,1,7,19,0,3,1,0,0.76,0.6667,0.33,0.1343,116,582,698,1
13600,3,1,7,20,0,3,1,0,0.74,0.6515,0.4,0.1642,106,461,567,1
13601,3,1,7,21,0,3,1,0,0.72,0.6515,0.45,0.1343,71,326,397,1
13602,3,1,7,22,0,3,1,0,0.7,0.6515,0.58,0.1343,55,223,278,1
13603,3,1,7,23,0,3,1,0,0.68,0.6364,0.57,0.2985,52,187,239,1
13604,3,1,7,0,0,4,1,0,0.66,0.6212,0.65,0.194,27,65,92,0
13605,3,1,7,1,0,4,1,0,0.66,0.6212,0.65,0.2239,6,23,29,0
13606,3,1,7,2,0,4,1,0,0.66,0.6212,0.69,0.2537,5,16,21,0
13607,3,1,7,3,0,4,1,0,0.66,0.6212,0.69,0.2239,0,8,8,0
13608,3,1,7,4,0,4,1,0,0.66,0.6212,0.74,0.194,0,4,4,0
13609,3,1,7,5,0,4,1,0,0.66,0.6212,0.74,0.194,2,40,42,0
13610,3,1,7,6,0,4,1,0,0.66,0.6061,0.78,0.2537,16,165,181,0
13611,3,1,7,7,0,4,1,0,0.7,0.6667,0.74,0.2537,17,478,495,1
13612,3,1,7,8,0,4,1,1,0.7,0.6667,0.74,0.2537,49,680,729,1
13613,3,1,7,9,0,4,1,1,0.72,0.6818,0.7,0.1343,55,289,344,1
13614,3,1,7,10,0,4,1,0,0.74,0.697,0.7,0.2239,79,143,222,1
13615,3,1,7,11,0,4,1,0,0.8,0.803,0.66,0.2239,69,143,212,1
